recordid,company,occurence,award_year,award_amount
78998,"Radiabeam Technologies, LLC",1,2009,100000
79000,"Radiabeam Technologies, LLC",1,2009,100000
79014,"Radiation Monitoring Devices, Inc.",6,2009,99997
79015,"Radiation Monitoring Devices, Inc.",6,2009,749999
79016,"Radiation Monitoring Devices, Inc.",6,2009,749994
79017,"Radiation Monitoring Devices, Inc.",6,2009,99995
79102,Romny Scientific Incorporated,1,2009,100000
79019,"Radiation Monitoring Devices, Inc.",6,2009,99997
79021,"Radiation Monitoring Devices, Inc.",6,2009,749993
79022,"Radiation Monitoring Devices, Inc.",6,2009,99999
79050,"Radiation Monitoring Devices, Inc.",6,2009,99997
79023,"Radiation Monitoring Devices, Inc.",6,2009,749995
129431,"X-RAY OPTICAL SYSTEMS, INC.",3,2002,99934
79025,"Radiation Monitoring Devices, Inc.",6,2009,749999
79027,"Radiation Monitoring Devices, Inc.",6,2009,99999
79030,"Radiation Monitoring Devices, Inc.",6,2009,99999
79031,"Radiation Monitoring Devices, Inc.",6,2009,749996
99880,VCOM3D INC,1,2006,497843
79033,"Radiation Monitoring Devices, Inc.",6,2009,749995
79037,"Radiation Monitoring Devices, Inc.",6,2009,749994
79038,"Radiation Monitoring Devices, Inc.",6,2009,99996
79039,"Radiation Monitoring Devices, Inc.",6,2009,99996
79042,"Radiation Monitoring Devices, Inc.",6,2009,99998
79046,"Radiation Monitoring Devices, Inc.",6,2009,99999
79048,"Radiation Monitoring Devices, Inc.",6,2009,99997
79049,"Radiation Monitoring Devices, Inc.",6,2009,99997
79058,RateScan,1,2009,150000
79061,"Raydiance, Inc.",1,2009,100000
79101,Romny Scientific Incorporated,1,2009,506927
79065,ReMetAl LLC,1,2009,98700
79067,Redwood Systems,1,2009,99260
125902,LUCIGEN CORPORATION,1,2002,0
79079,"Reservoir Labs, Inc.",1,2009,749991
79071,Reflectech,1,2009,99964
79073,Rehabtek LLC,1,2009,99503
79074,"Renewable Algal Energy, Llc",1,2009,750000
79075,"Renewable Oil International, Llc",1,2009,99948
79076,"Reservoir Labs, Inc.",1,2009,749978
79083,"Resonon, Inc.",1,2009,750000
79087,Ridge Diagnostics Inc.,1,2009,464304
79099,"Rocky Mountain Geophysics, Llc",1,2009,99954
129025,"Tietronix Software, Inc.",1,2002,0
79144,"SCI Engineered Materials, Inc.",2,2009,649543
79140,SARTEC CORPORATION,1,2009,100000
79141,"SC SOLUTIONS, INC.",1,2009,476695
79147,"SCI-ENG SOLUTIONS, LLC",1,2009,100000
79239,"SHAKTI TECHNOLOGIES, INC.",1,2009,99946
79165,SCIENTIFIC SYSTEMS CO INC,6,2009,99976
79186,"SCIGENESIS, LLC",1,2009,149827
79290,SIOUX MANUFACTURING CORPORATION,2,2009,100000
79209,SENS4,1,2009,100000
79210,SENSANNA INCORPORATED,1,2009,100000
79238,"SFM Technology, Inc.",1,2009,500000
79262,"SILICON AUDIO, LLC",1,2009,737698
79263,"SILICON AUDIO, LLC",1,2009,100000
79267,SIMMETRIX INC.,2,2009,99758
129026,"Tietronix Software, Inc.",1,2002,599929
79275,"SIMULATION TECHNOLOGY & APPLIED RESEARCH, INC.",1,2009,99829
79277,"SIMULATION TECHNOLOGY & APPLIED RESEARCH, INC.",1,2009,94571
79339,SOUTHWEST SCIENCES INC,4,2009,100000
79298,"SMART SOFTWARE, INC.",1,2009,149997
79317,"SOLARNO, INC",1,2009,100000
79334,SOUTHEAST TECH INVENTURES,1,2009,515829
79336,SOUTHWEST SCIENCES INC,4,2009,750000
79343,SOUTHWEST SCIENCES INC,4,2009,100000
79347,SOUTHWEST SCIENCES INC,4,2009,100000
80850,ADVANCED THERMAL TECHNOLOGIES,1,2008,149997
79371,STAR CRYOELECTRONICS LLC,1,2009,647001
79379,"STEMINA BIOMARKER DISCOVERY, INC",1,2009,149255
79394,"STRUCTURED MATERIALS INDUSTRIES, INC.",5,2009,100000
79386,"STRUCTURED MATERIALS INDUSTRIES, INC.",5,2009,100000
79387,"STRUCTURED MATERIALS INDUSTRIES, INC.",5,2009,100000
79401,SUN INNOVATIONS INC.,1,2009,100000
79396,"STRUCTURED MATERIALS INDUSTRIES, INC.",5,2009,150000
79404,SUN INNOVATIONS INC.,1,2009,500000
79423,"SURMET, CORP.",1,2009,750000
79427,"SVT Associates, Incorporated",6,2009,99910
79428,"SVT Associates, Incorporated",6,2009,99822
79430,"SVT Associates, Incorporated",6,2009,149122
79432,"SVT Associates, Incorporated",6,2009,99826
146779,"BELTRAN, INC.",5,1998,99597
79442,SYNKERA TECHNOLOGIES INC,1,2009,810000
79454,"SYZYGY MEMORY PLASTICS CORP., THE",1,2009,99991
79459,"Sand 9, Inc.",1,2009,100000
79460,"Sand 9, Inc.",1,2009,498500
79462,"Santoro Wind Harvester, Inc.",1,2009,94479
79464,"Sapphire Energy, Inc.",1,2009,100000
79465,Satcon Technology Corporation,1,2009,99287
79466,Satcon Technology Corporation,1,2009,99877
79467,Saxet Surface Science,1,2009,100000
79471,Scattering Solutions,1,2009,516000
79482,"Science Research Laboratory, Inc",7,2009,749858
79496,"Scientific Fishery Systems, Inc",3,2009,150000
79497,Scientific Media,1,2009,516000
79499,"Scientific Solutions, Inc.",4,2009,99451
79586,"Skyre, Inc.",1,2009,100000
79746,"Supramagnetics, Inc.",1,2009,100000
79504,"Searchlight Sensors, Inc.",1,2009,100000
79510,"Selah Technologies, LLC",1,2009,150000
79506,Seashell Technology LLC,1,2009,455854
79507,Seashell Technology LLC,1,2009,99999
79508,Secure Banking Solutions,1,2009,150000
79511,"Selah Technologies, LLC",1,2009,137500
79513,"Seldon Technologies, Inc.",1,2009,99853
79517,SenMater Technology,1,2009,150000
79518,"SenSound, LLC",1,2009,150000
79587,"Skyre, Inc.",1,2009,559617
79521,Sensor Analytics Inc.,1,2009,120000
79523,"Sensor Electronic Technology, Inc.",3,2009,99499
79525,"Sensor Electronic Technology, Inc.",3,2009,99364
79530,"Sensor Electronic Technology, Inc.",3,2009,137331
79541,Sentient Science Corporation,1,2009,99288
79545,Sergei Krivoshlykov,1,2009,361416
79548,"Sfc Fluidics, Inc.",1,2009,500000
79551,"Shasta Crystals, Inc.",1,2009,100000
79554,Sheeta Global Tech Corp.,1,2009,99969
79558,Sifteo,1,2009,100000
79571,Signatech Systems,1,2009,99885
79607,Solarity,1,2009,100000
79581,Simiao Health,1,2009,150000
79593,"Smart Information Flow Technologies, LLC",1,2009,99884
79594,Smart Polymers Research Corporation,1,2009,99999
79597,"Snibbe Interactive, Inc.",1,2009,150000
79608,"Solidus Biosciences, Inc.",1,2009,500000
79604,"Sol-gel Solutions, LLC",1,2009,99103
79621,Soraa,1,2009,99767
79625,Space Computer Corporation,4,2009,100000
79656,Spectral Labs Incorporated,1,2009,99968
79657,Spectral Labs Incorporated,1,2009,149971
153850,"Optra, Inc.",6,1997,69404
79662,"Spectral Sciences, Inc.",5,2009,749931
79667,"Spectral Sciences, Inc.",5,2009,100000
79670,Spectrum Scientific Inc,1,2009,499636
129031,Tissue-Grown Corporation,1,2002,99982
79681,"Square One Systems Design, Inc.",1,2009,99918
79682,"Square One Systems Design, Inc.",1,2009,498695
79744,"Supercon, Inc.",3,2009,100000
79689,"Stellar Biotechnologies, Inc.",1,2009,461566
79960,TIAX LLC,2,2009,99784
79696,"Stone Ridge Technology, Inc.",1,2009,150000
79722,"Strategic Polymer Sciences, Inc.",1,2009,99924
79727,"Stratton Park Engineering Co., Inc.",2,2009,99997
79734,"Streamline Automation, LLC",1,2009,99923
79735,"Streamline Automation, LLC",1,2009,99932
79737,SuGanit Systems Inc.,1,2009,750000
79741,SunEthanol Incorporated,1,2009,98360
79742,"Supercon, Inc.",3,2009,750000
79743,"Supercon, Inc.",3,2009,100000
79961,TIAX LLC,2,2009,99794
79747,"Supramagnetics, Inc.",1,2009,99976
79748,"Supramagnetics, Inc.",1,2009,99868
79749,"Supramagnetics, Inc.",1,2009,650000
79750,"Supramagnetics, Inc.",1,2009,99868
80258,Triune Systems,1,2009,150000
79752,"SureLogic, Inc.",1,2009,100000
79753,"SustainX, Inc.",1,2009,497621
79754,"Svv Technology Innovations, Inc.",1,2009,99997
79756,"SwitchBook, Inc.",1,2009,500000
79758,"Symphony Acoustics, Inc.",1,2009,749878
79760,Synergenics LLC,1,2009,99914
79761,"Synergetic Technologies, Incorporated",1,2009,99787
79766,"Synthecon, Inc.",1,2009,100000
79770,Syntouch L.L.C.,1,2009,100000
147881,Gemfire Corporation,2,1998,600000
79773,"Syprosoft, Inc.",1,2009,99235
79818,"TDA Research, Inc.",6,2009,100000
79819,"TDA Research, Inc.",6,2009,100000
160154,Benton & Associates,1,1995,150000
79822,"TDA Research, Inc.",6,2009,750000
79824,"TDA Research, Inc.",6,2009,750000
79828,"TDA Research, Inc.",6,2009,100000
79831,"TDA Research, Inc.",6,2009,100000
147492,"EIC LABORATORIES, INC.",7,1998,100000
79833,"TDA Research, Inc.",6,2009,100000
79834,"TDA Research, Inc.",6,2009,100000
79835,"TDA Research, Inc.",6,2009,100000
79841,"TDA Research, Inc.",6,2009,750000
80600,"XINTEK, INC.",1,2009,466611
82547,EXCELLIMS CORPORATION,1,2008,99990
79850,TECH-X CORPORATION,2,2009,99863
79851,TECH-X CORPORATION,2,2009,99866
79852,TECH-X CORPORATION,2,2009,99917
79957,TIAX LLC,2,2009,99882
79853,TECH-X CORPORATION,2,2009,99665
82570,Edenspace Systems Corporation,1,2008,100000
79854,TECH-X CORPORATION,2,2009,99536
79855,TECH-X CORPORATION,2,2009,99665
79857,TECH-X CORPORATION,2,2009,99852
79858,TECH-X CORPORATION,2,2009,99645
82624,Engi-Mat Co.,4,2008,749985
79859,TECH-X CORPORATION,2,2009,99739
79860,TECH-X CORPORATION,2,2009,99922
79861,TECH-X CORPORATION,2,2009,749314
79862,TECH-X CORPORATION,2,2009,99513
82680,FABRICO TECHNOLOGY INC,1,2008,99000
79863,TECH-X CORPORATION,2,2009,99527
79864,TECH-X CORPORATION,2,2009,99593
147342,"DE TECHNOLOGIES, INC",3,1998,67452
79865,TECH-X CORPORATION,2,2009,749877
79866,TECH-X CORPORATION,2,2009,749927
79867,TECH-X CORPORATION,2,2009,99801
79868,TECH-X CORPORATION,2,2009,99800
79869,TECH-X CORPORATION,2,2009,99844
79870,TECH-X CORPORATION,2,2009,749366
149779,"SHAWN SYSTEMS, INC.",5,1998,99291
79871,TECH-X CORPORATION,2,2009,749991
79873,TECH-X CORPORATION,2,2009,749360
79874,TECH-X CORPORATION,2,2009,99682
79875,TECH-X CORPORATION,2,2009,649926
79877,TECH-X CORPORATION,2,2009,749546
79878,TECH-X CORPORATION,2,2009,649821
158035,Oft Associates,1,1996,59807
79893,"TECHNOLOGY APPLICATIONS, INC.",2,2009,749995
79901,"TECHSHOT, INC.",1,2009,99958
79905,TELAZTEC,1,2009,100000
79926,TETRAMER TECHNOLOGIES LLC,1,2009,499996
79944,THIRD EYE DIAGNOSTICS,1,2009,100000
79946,THIXOMAT INC,1,2009,500000
79947,THIXOMAT INC,1,2009,500000
79974,"TITANOVA, INC.",1,2009,99999
79954,TIAX LLC,2,2009,749882
79958,TIAX LLC,2,2009,749808
79962,TIAX LLC,2,2009,99862
79967,"TIPD, LLC",1,2009,100000
79975,"TITANOVA, INC.",1,2009,750000
155016,THORPE SEEOP CORP,1,1997,69856
79988,TOUCHSTONE RESEARCH LABORATORY LTD (INC),3,2009,99999
151135,Advanced Technologies/Laboratories Intl,6,1997,300000
79994,TOYON RESEARCH CORPORATION,7,2009,100000
80013,"TPL, Inc.",8,2009,99958
80078,"Tanner Research, Inc.",6,2009,99999
80022,"TRANSGENOMIC, INC.",1,2009,99353
80023,"TRANSITION45 TECHNOLOGIES, INC.",1,2009,750000
151136,Advanced Technologies/Laboratories Intl,6,1997,300000
80042,TRIDENT RESEARCH LLC,1,2009,722055
80082,"Tech-etch, Inc.",1,2009,97899
80083,"TechDrive, Inc.",2,2009,100000
80261,Turner Designs,1,2009,500000
80085,"Technical research Associates, Inc.",6,2009,99930
80094,"Techno-Sciences, LLC",6,2009,99981
81899,"COMPACT MEMBRANE SYSTEMS, INC.",3,2008,100000
80101,"Technology Assessment and Transfer, Inc.",5,2009,99918
80119,Technova Corporation,1,2009,99990
81794,"CERMET, INC.",2,2008,749128
80122,Technova Corporation,1,2009,150000
81197,AccessData Corporation,1,2008,750000
80124,"TechoShark, Inc.",1,2009,100000
80126,Telescent Inc.,1,2009,99805
80127,Telescent Inc.,1,2009,99808
99895,"VEGRANDIS, LLC",1,2006,500000
80523,"Vocollect, Inc.",1,2009,99380
80128,Telescent Inc.,1,2009,99844
80135,Teranovi Technologies,1,2009,99996
80137,Tertl Studos LLC,1,2009,516000
80138,Tertl Studos LLC,1,2009,500000
80587,"X5 Systems, Inc.",1,2009,100000
80141,"Tetragenetics, Inc.",1,2009,750000
80168,"Thermal Solutions, Inc.",1,2009,500000
80171,"Thermavant Technologies, L.L.C.",1,2009,100000
80184,"TiSol, LLC",1,2009,149207
80186,TimeDomain CVD Incorporated,1,2009,100000
99910,VESCENT PHOTONICS LLC,1,2006,100000
80189,Titan Optics & Engineering,1,2009,100000
80190,Titan Optics & Engineering,1,2009,150000
80191,Topasol LLC,1,2009,474043
80195,"Touchco, Inc.",1,2009,149907
151137,Advanced Technologies/Laboratories Intl,6,1997,75000
80588,XEMED LLC,1,2009,750000
80206,Transcend Innovation Group,1,2009,99824
80213,Treadstone Technologies Inc.,1,2009,99889
80238,"Trillium Fiber Fuels, Inc.",1,2009,749888
80239,Trimeric Corp,1,2009,743667
80340,Ultramet,7,2009,100000
80280,UES INC,6,2009,99963
80295,UMPQUA RESEARCH COMPANY,3,2009,100000
80296,"UNITED ENVIRONMENT & ENERGY, LLC",1,2009,499989
80297,"UNITED ENVIRONMENT & ENERGY, LLC",1,2009,749931
151145,Advanced Technologies/Laboratories Intl,6,1997,75000
80298,"UNITED ENVIRONMENT & ENERGY, LLC",1,2009,150000
80301,UNIVERSAL DISPLAY CORPORATION,1,2009,100000
80302,UNIVERSAL DISPLAY CORPORATION,1,2009,750000
80303,UNIVERSAL DISPLAY CORPORATION,1,2009,100000
80304,UNIVERSAL DISPLAY CORPORATION,1,2009,100000
80648,"Zeno Semiconductor, Inc.",1,2009,93000
80312,"US Photonics, Inc",1,2009,144706
80313,"UT Dots, Inc.",1,2009,99992
80650,"Zeomatrix, LLC",1,2009,119161
80318,"UTOPIACOMPRESSION,CORPORATION",1,2009,99997
80323,"UTOPIACOMPRESSION,CORPORATION",1,2009,824938
80337,Ultramet,7,2009,100000
80332,Ultramet,7,2009,100000
80334,Ultramet,7,2009,100000
80335,Ultramet,7,2009,100000
80336,Ultramet,7,2009,100000
80339,Ultramet,7,2009,100000
80341,Ultramet,7,2009,100000
80343,Ultramet,7,2009,750000
80344,"Underground Systems, Inc.",1,2009,98704
80347,"United Science, LLC",1,2009,150000
152547,H & N Instruments Inc,2,1997,671190
80348,"United Science, LLC",1,2009,99900
80369,VCOM3D INC,1,2009,553484
80392,VESCENT PHOTONICS LLC,1,2009,100000
80408,VIDA Products,1,2009,100000
150119,"Stottler Henke Associates, Inc.",5,1998,100000
80418,"VIRGINIA DIODES, INC.",1,2009,100000
80419,"VIRGINIA DIODES, INC.",1,2009,100000
80427,VIRTUAL EM INC.,1,2009,599950
80429,VIRTUAL EM INC.,1,2009,99947
80505,Virkaz Technologies,1,2009,97200
80438,VISTA CLARA INC.,1,2009,750000
80442,"VISTA PHOTONICS, INC.",1,2009,750000
80445,"VISTA PHOTONICS, INC.",1,2009,750000
80465,"VOXTEL, INC.",1,2009,100000
80467,"VOXTEL, INC.",1,2009,99999
80471,VQlink Incorporated,1,2009,500000
80484,"Vecna Technologies, Inc.",1,2009,150000
80493,Venture Gain,1,2009,499426
80511,"Vision Dynamics, LLC",1,2009,516000
80494,Veridify Security Inc.,1,2009,500000
80495,"VeritasCNC, Inc.",1,2009,516000
80496,"Veros Systems, Inc.",1,2009,500000
80498,VesselTek Biomedical LLC,1,2009,100000
80728,"3TEX, Inc.",1,2008,99908
80500,Video Semantics LLC,1,2009,100000
80502,"Viresco Energy, LLC",1,2009,99495
80503,Virginia nanoTech LLC,1,2009,149869
80504,Virkaz Technologies,1,2009,150000
80517,"Vistrails, Inc.",1,2009,750000
80518,"Visual Composites, Llc",1,2009,100000
80519,Visual Editor Consultants,1,2009,97669
80520,"Visualyze Technologies, Inc.",1,2009,150000
80524,VueLogic LLC,1,2009,500000
80562,Wang Nmr Inc.,1,2009,100000
80566,WavesinSolids LLC,1,2009,99998
80567,WavesinSolids LLC,1,2009,100000
80568,"Weblib, Llc",1,2009,99843
80570,Western Robotics Co,1,2009,100000
147065,"CONDUCTUS, INC.",5,1998,69928
80571,Weston Geophysical Corp.,2,2009,99757
80574,"Whole Tree, Inc.",1,2009,100000
80575,"WiOptix, Inc.",1,2009,99987
80578,WisdomTools Enterprises Inc,1,2009,527885
80584,"WxAnalyst Ltd, Inc.",1,2009,95641
80585,"X-RAY OPTICAL SYSTEMS, INC.",3,2009,141477
80590,XIA LLC,1,2009,690672
80591,XIA LLC,1,2009,100000
80592,XIA LLC,1,2009,100000
80593,XIDEX CORPORATION,2,2009,150000
80594,XIDEX CORPORATION,2,2009,150000
80595,"XIGEN, LLC",1,2009,435129
80597,"XIGEN, LLC",1,2009,100000
80599,"XIGEN, LLC",1,2009,99999
148827,"Millimeter Wave Technology,",5,1998,70000
80605,Xapio,1,2009,99999
80607,Y-CARBON,1,2009,100000
80613,"Yantric, Inc.",1,2009,454274
80618,"Yardney Technical Products, Inc.",6,2009,99956
119995,PIONEER ASTRONAUTICS,1,2003,69995
80620,Z4 Energy Systems,1,2009,435291
80633,"ZT Solar, Inc",1,2009,500000
80634,ZUCHEM INC.,1,2009,148864
80640,"ZYMERA, INC.",1,2009,100000
80922,"AGILTRON, INC.",1,2008,99915
80641,"ZYMERA, INC.",1,2009,150000
80653,"Zienon, LLC",1,2009,500000
80654,Zomega Terahertz Corporation,1,2009,590000
80665,"Zron Networks, Inc.",1,2009,98814
80667,"Zymetis, Inc.",1,2009,99942
80670,app2you,1,2009,128986
80671,"bdDisplays, LLC",1,2009,99999
80673,dMetrics Inc.,1,2009,150000
80677,emota.net,1,2009,150000
80678,"iBiometrics, Inc.",1,2009,499956
80693,roBlocks LLC,1,2009,100000
80694,wTe Corporation,1,2009,499998
80724,"3F, LLC",1,2008,150000
80725,"3F, LLC",1,2008,150000
80745,"ABQMR, INC.",1,2008,99729
80759,"ACELLENT TECHNOLOGIES, INC",1,2008,100000
80762,"ACELLENT TECHNOLOGIES, INC",1,2008,99999
80763,ACENT LABORATORIES LLC,1,2008,99712
153046,LONE PEAK ENGINEERING COMPANY,5,1997,98584
80768,ACREE TECHNOLOGIES INCORPORATED,1,2008,99999
80776,"ACTUATED MEDICAL, INC.",1,2008,100000
80782,"ADA TECHNOLOGIES, INC.",4,2008,99984
80784,"ADA TECHNOLOGIES, INC.",4,2008,150000
80795,ADELPHI TECHNOLOGY INC,4,2008,750000
80796,ADELPHI TECHNOLOGY INC,4,2008,100000
80798,ADELPHI TECHNOLOGY INC,4,2008,500000
80799,ADELPHI TECHNOLOGY INC,4,2008,750000
80815,ADVANCED MATERIALS AND DEVICES,1,2008,500000
80816,ADVANCED MATERIALS AND DEVICES,1,2008,150000
80832,ADVANCED POWDER SOLUTIONS INC,1,2008,599992
80833,ADVANCED POWDER SOLUTIONS INC,1,2008,99986
80846,"ADVANCED SOLUTIONS, INC.",1,2008,99737
82185,"Crystal Systems, Inc.",5,2008,98390
80851,ADVANCED THERMAL TECHNOLOGIES,1,2008,499734
80853,"ADVATECH PACIFIC, INC.",2,2008,99964
80854,"ADVENTIUM ENTERPRISES, LLC",1,2008,599986
80867,AEROPHASE INC,1,2008,749859
80869,AEROSOL DYNAMICS INC,1,2008,100000
80904,"AGILTRON, INC.",1,2008,99910
80905,"AGILTRON, INC.",1,2008,99972
80918,"AGILTRON, INC.",1,2008,99906
160366,"COVALENT ASSOC., INC.",7,1995,750333
80927,"AGILTRON, INC.",1,2008,749913
80930,"AGILTRON, INC.",1,2008,99999
80941,"ALCES Technology, Inc.",1,2008,99969
80942,"ALD NANOSOLUTIONS, INC",1,2008,100000
80943,"ALD NANOSOLUTIONS, INC",1,2008,150000
80956,"ALTAIRNANO, INC.",1,2008,150000
80969,AMBP Technology Corporation,2,2008,99999
80973,AMERICAN GNC CORPORATION,6,2008,100000
82225,DAX TECHNOLOGIES INTERNATIONAL,1,2008,750000
80981,ANALYSIS AND MEASUREMENT SERVICES CORPORATION,2,2008,99978
80982,ANALYSIS AND MEASUREMENT SERVICES CORPORATION,2,2008,749899
80991,"ANGEL SECURE NETWORKS, INC.",1,2008,99899
81001,"APC BIOTECHNOLOGY SERVICES, INC.",1,2008,150000
81019,APPLIED NANOTECH INC,1,2008,99999
81021,APPLIED NANOTECH INC,1,2008,264182
81022,APPLIED NANOTECH INC,1,2008,99999
81026,"APPLIED PULSED POWER, INC.",3,2008,99511
81139,ATLAS SCIENTIFIC,1,2008,99960
81077,"AQUACULTURE SYSTEMS TECHNOLOGIES, L.L.C.",1,2008,75393
155268,"Universal Healthwatch, Inc.",2,1997,99621
81082,ARCHIE MD INC.,1,2008,493537
81093,"ARIES DESIGN AUTOMATION, LLC",1,2008,100000
81113,"ASPEN AEROGELS, INC.",1,2008,99998
81117,"ASPEN PRODUCTS GROUP, INC.",1,2008,99953
81254,"Advanced Energy Systems, Inc",1,2008,99649
81150,"ATS-MER, LLC",7,2008,750000
81119,"ASPEN PRODUCTS GROUP, INC.",1,2008,500000
81130,"ATEC, Inc.",2,2008,749800
81146,"ATS-MER, LLC",7,2008,100000
81229,"Advalue Photonics, Inc.",1,2008,99611
81147,"ATS-MER, LLC",7,2008,100000
120413,"Purity Systems, Inc.",1,2003,100000
81156,"ATS-MER, LLC",7,2008,100000
81165,"AURISTOR, INC.",1,2008,99000
81190,"Ablitech, Inc.",1,2008,99978
81191,"Acadia Optronics, Llc",1,2008,100000
81193,"Acadia Optronics, Llc",1,2008,749988
81195,"Accelogic, LLC",1,2008,100000
81196,"Accelogic, LLC",1,2008,749999
151037,Accuwave Corp.,5,1997,100000
81201,Acoustic Cytometry Systems,1,2008,100000
81339,Alameda Applied Sciences Corporation,6,2008,99996
81212,Aculight Corporation,4,2008,99855
81213,Adaptive Cognitive Systems,2,2008,99826
81216,Adaptive Communications Research Inc.,1,2008,100000
81220,"Add-vision, Inc.",1,2008,748258
81238,"Advanced Cooling Technologies, Inc.",1,2008,149569
81248,"Advanced Diamond TechNologies, Inc.",1,2008,499739
81253,"Advanced Energy Systems, Inc",1,2008,99666
81255,"Advanced Energy Systems, Inc",1,2008,99876
81258,"Advanced Engineering Research, LLC",2,2008,99015
81261,"Advanced Fuel Research, Inc.",7,2008,314748
81263,"Advanced Fuel Research, Inc.",7,2008,149999
81264,Advanced Materials and Processes,1,2008,150000
81344,"Alaska Project Solutions, Inc.",1,2008,100000
149621,"REYNOLDS SYSTEMS, INC.",4,1998,206393
81292,"Aegis Technology, Inc.",1,2008,750000
81293,"Aegis Technology, Inc.",1,2008,100000
81294,"Aegis Technology, Inc.",1,2008,750000
81309,"Aerodyne Research, Inc.",7,2008,750000
81310,"Aerodyne Research, Inc.",7,2008,100000
81313,"Aerodyne Research, Inc.",7,2008,100000
81317,"Aerodyne Research, Inc.",7,2008,100000
81320,"Aerodyne Research, Inc.",7,2008,100000
81321,"Aerodyne Research, Inc.",7,2008,750000
81359,Allylix Inc.,1,2008,100000
81335,"Air Control Techniques, P.C.",1,2008,490912
81337,Alameda Applied Sciences Corporation,6,2008,99995
81338,Alameda Applied Sciences Corporation,6,2008,500000
81345,"Alberti's Window, LLC",1,2008,99969
81346,Alditri Technologies,1,2008,150000
81348,Alenas Imaging LLC,1,2008,79557
81350,Aliva Biopharmaceuticals,1,2008,100000
81495,"Atmospheric Observing Systems, Inc.",1,2008,599988
81356,Allcomp Inc.,1,2008,99645
81361,Altex Technologies Corporation,2,2008,749969
81362,Altex Technologies Corporation,2,2008,99540
